word1,word2,strategy,detail,cosine_similarity,human_score,in_vocab
zohlanga,okwakufanele,random_unrelated,,0.407504,0.330253,Both
ukunqwaha,ukulima,morphological,class15_infinitive,0.473354,0.526347,Both
ngalesi,ukwenze,cooccurrence,freq=2,0.345012,0.406508,Both
iyadlala,iyisendlalelo,morphological,class5_singular,0.466634,0.521644,Both
empowers,kanzima,random_unrelated,,0.164158,0.159911,Both
ilalela,ezifanele,random_unrelated,,0.116817,0.126772,Both
ezithile,yokusiza,cooccurrence,freq=66,0.220708,0.319496,Both
amavolontiya,amalanga,morphological,class6_plural,0.311427,0.412999,Both
amanye,amagoli.,morphological,class6_plural,0.583733,0.603613,Both
abafundile,"osemanzini,",random_unrelated,,0.258319,0.225823,Both
voices.,"ekhishwa,",random_unrelated,,0.559408,0.436585,Both
"izinyamazane,",izihambi,morphological,class8_plural,0.45766,0.515362,Both
enkulu,ilanga,cooccurrence,freq=622,0.143885,0.265719,Both
abakhokheli,abaqhubeke,morphological,class2_plural,0.37164,0.455148,Both
ikati,iqhude,semantic_within,animals,0.407243,0.51007,Both
"ibandla,",iwunqobe,morphological,class5_singular,0.247534,0.368274,Both
izinhla,"izindlini,",morphological,class8_plural,0.235885,0.360119,Both
okungapheli,nokutomula,random_unrelated,,0.463504,0.369453,Both
uyesaba,usukume,morphological,class11,0.205302,0.338712,Both
indlovukazi,icala,semantic_within,government,0.592546,0.639782,Both
uphethiloli,uphakama,morphological,class11,0.412999,0.484099,Both
enhlangano,zamaqanda,random_unrelated,,0.182356,0.172649,Both
ufisa,ze-aucturial,cooccurrence,freq=2,0.669948,0.633964,Both
"kwenyanga,","zikahulumeni,",cooccurrence,freq=60,0.194706,0.301294,Both
iyobe,icarling,morphological,class5_singular,0.724956,0.702469,Both
abantu,umthelela,cooccurrence,freq=2,0.057968,0.205578,Both
neminye,ongayithokozela,cooccurrence,freq=4,0.568276,0.562794,Both
theknoloji,itheku,semantic_across,technology_vs_places,0.592376,0.504663,Both
uzandile.,ugqame,morphological,class11,0.27668,0.388676,Both
abonakala,besemcimbini,random_unrelated,,0.123232,0.131263,Both
amasiko,amanzi.,morphological,class6_plural,0.08409,0.253863,Both
ukuphumelela,nabasebenzi,random_unrelated,,0.16487,0.160409,Both
ukuhlalisana,ukulawulwa,morphological,class15_infinitive,0.218366,0.347856,Both
kubo,zifinyelele,cooccurrence,freq=2,0.246475,0.337532,Both
ukubuyiselwa,"ukudansa,",morphological,class15_infinitive,0.345214,0.43665,Both
"yokwakha,",ngabasondelene,random_unrelated,,0.338467,0.281927,Both
bayabona,egcekeni,cooccurrence,freq=10,0.161224,0.277857,Both
abantu,"esikubonayo,",cooccurrence,freq=6,0.106471,0.23953,Both
inyama,inja,semantic_across,food_vs_animals,0.240725,0.258508,Both
yahola,ezentela,random_unrelated,,0.23541,0.209787,Both
amanzi,izintaba,semantic_within,nature,0.233163,0.388214,Both
ememezela,768),random_unrelated,,0.203986,0.18779,Both
"njalo,","zifezwe,",cooccurrence,freq=2,0.259375,0.346563,Both
ziphilile,ama-curtain,random_unrelated,,0.184918,0.174442,Both
enkonzweni,ngomsombuluko.,random_unrelated,,0.220242,0.199169,Both
kusebenza,ezibekiwe,random_unrelated,,0.073159,0.096211,Both
ubudlelwano,upikwe,morphological,class11,0.359236,0.446465,Both
ngezinyathelo,esemncenga,random_unrelated,,0.161318,0.157923,Both
emphakathini,isebenza,cooccurrence,freq=10,0.221682,0.320177,Both
sewubamba,enkandla.,random_unrelated,,0.465204,0.370643,Both
uthisha,ulwazi,semantic_within,education,0.179712,0.350799,Both
emicimbini,izimfundiso,cooccurrence,freq=2,0.187448,0.296214,Both
lawo,kabalenzanga,random_unrelated,,0.513753,0.404627,Both
unomsa,uphephula,morphological,class11,0.187492,0.326244,Both
ye-word2vec,akawuphumelelanga,random_unrelated,,0.538113,0.421679,Both
ngihlola,ezibukhoma,random_unrelated,,0.232091,0.207464,Both
ukuthi,"zifezwe,",cooccurrence,freq=96,0.065007,0.210505,Both
osephenduke,uyahlangana.,random_unrelated,,0.286353,0.245447,Both
kazinhle,"esituhlini,",random_unrelated,,0.088109,0.106676,Both
kudayisa,emasimini.,random_unrelated,,0.22202,0.200414,Both
mfowethu,umsakazo,semantic_across,family_vs_technology,0.125281,0.177696,Both
uyathanda,ungakwenza,morphological,class11,0.158823,0.306176,Both
bonke,kepha,cooccurrence,freq=12,0.133826,0.258678,Both
uyapheka,ugubha,morphological,class11,0.151657,0.30116,Both
bomdabu,"elikhethekile,",cooccurrence,freq=36,0.135425,0.259797,Both
onekhono,ukudla,cooccurrence,freq=18,0.195039,0.301527,Both
"awu-10,",lokuthuthukisa,cooccurrence,freq=2,0.393323,0.440326,Both
izinzalabantu,urefilwe,random_unrelated,,0.070514,0.09436,Both
banikela,"wamasiko,",cooccurrence,freq=10,0.192081,0.299457,Both
ikhwaya,amaculo,semantic_within,music,0.312562,0.443793,Both
luyinsika,yempilo,cooccurrence,freq=326,0.840245,0.753172,Both
bavotele,ziqonde,random_unrelated,,0.252455,0.221719,Both
kakhulu,wemvelo,cooccurrence,freq=8,-0.05358,0.127494,Both
kuyasiza,ukuthi,cooccurrence,freq=6,-0.064284,0.120001,Both
usale,uweisy,morphological,class11,0.637241,0.641069,Both
"izwe,",izihloko,morphological,class8_plural,0.175637,0.317946,Both
lokuqhubeka,yithuba,cooccurrence,freq=2,0.456925,0.484848,Both
"somlimi,",webetway,random_unrelated,,0.457777,0.365444,Both
efihlekile.,yingxenye,random_unrelated,,0.113731,0.124612,Both
ukonga,idola,semantic_within,money,0.394633,0.501243,Both
abalondolozayo,abahlanu.,morphological,class2_plural,0.066165,0.241315,Both
"nasesikoleni,",sibabonge,cooccurrence,freq=4,0.361112,0.417778,Both
phambi,usiyanda,cooccurrence,freq=48,0.401474,0.446032,Both
abangane,abakholwa,morphological,class2_plural,0.356332,0.444432,Both
bezingane,emsebenzini,cooccurrence,freq=64,0.121551,0.250086,Both
bekufanele,kungenwa,random_unrelated,,0.444427,0.356099,Both
"usbahle,",unontokozo,morphological,class11,0.578867,0.600207,Both
kwamahlathi,(isisho,random_unrelated,,0.194829,0.18138,Both
isizwe,ngazo,cooccurrence,freq=272,0.075203,0.217642,Both
enkonzweni,uyajabula,cooccurrence,freq=32,0.347949,0.408564,Both
usecape,ungakhathazekile,morphological,class11,0.360201,0.447141,Both
unikwa,uhlolwe,morphological,class11,0.455509,0.513856,Both
icala,isiteshi,semantic_within,police_law,0.367833,0.482483,Both
lokhu,zasendle,cooccurrence,freq=2,0.20649,0.309543,Both
ukusebenzisa,yocwaningo,cooccurrence,freq=2,0.370167,0.424117,Both
usongwe,uthokozise,morphological,class11,0.338067,0.431647,Both
lwabo,oluqotho,random_unrelated,,0.260918,0.227643,Both
"ibhakede,","iphathwe,",morphological,class5_singular,0.42179,0.490253,Both
emizweni,ngabe,cooccurrence,freq=14,0.293236,0.370265,Both
imind,yithemba,random_unrelated,,0.308268,0.260788,Both
"zokuxolelana,",92),random_unrelated,,0.37196,0.305372,Both
mfowethu,abantu,semantic_within,family,0.082624,0.282837,Both
baphendula,umama,cooccurrence,freq=10,0.174949,0.287464,Both
ungene,uzosebenzisana,morphological,class11,0.214176,0.344923,Both
ihlosi,izilwane,semantic_within,animals,0.199256,0.364479,Both
uzokwazi,ubuza,morphological,class11,0.365811,0.451068,Both
emoyeni,sobuntu,cooccurrence,freq=4,0.249422,0.339596,Both
ukuhlale,ukudliwa,morphological,class15_infinitive,0.166495,0.311547,Both
wenze,"sokubhala,",random_unrelated,,0.26163,0.228141,Both
emuva,nabantwana,cooccurrence,freq=50,0.153356,0.272349,Both
ukudla,amaphoyisa,semantic_across,food_vs_police_law,0.034368,0.114057,Both
usenona.,ubunjalo,random_unrelated,,0.466722,0.371706,Both
odokotela,zemvelo,cooccurrence,freq=2,0.117431,0.247202,Both
ngokubamba,lwabo,random_unrelated,,0.239812,0.212868,Both
inyuvesi,umfundi,semantic_within,education,0.44744,0.538208,Both
kokuphazanyiswa,ezinemiyalezo,random_unrelated,,0.411761,0.333233,Both
uletha,ukuqondana,random_unrelated,,0.181677,0.172174,Both
yokuhlakanipha,ziyathanda,random_unrelated,,0.211359,0.192952,Both
nangemfundo.,nakwamanye,random_unrelated,,0.443454,0.355418,Both
ukuziqeqesha,njengamanje.,random_unrelated,,0.312405,0.263683,Both
iwuhambo,ikusasa.,morphological,class5_singular,0.198705,0.334094,Both
umabonakude,umsakazo,semantic_within,technology,0.466413,0.551489,Both
umfazi,ingoma,semantic_across,family_vs_music,0.18019,0.216133,Both
nani,sikhona,cooccurrence,freq=2,0.399909,0.444937,Both
september,922),random_unrelated,,0.525352,0.412747,Both
uzothini,ususegunjini,morphological,class11,0.516994,0.556896,Both
izingane,nobuzwe,cooccurrence,freq=270,0.142004,0.264403,Both
noindlu,umuntu,cooccurrence,freq=2,0.040716,0.193502,Both
imfundo,ubuzwe,cooccurrence,freq=4,0.22972,0.325804,Both
kuqhutshwa,yendlela,random_unrelated,,0.291586,0.24911,Both
emakethe,uyajabula,cooccurrence,freq=32,0.388733,0.437113,Both
"sezempilo,",zabo,cooccurrence,freq=6,0.148803,0.269162,Both
ulahlwe,ngiyohlolwa?,random_unrelated,,0.568758,0.443131,Both
ukufunda,ulwazi,semantic_within,education,0.304825,0.438377,Both
bomdabu,ebalulekile,cooccurrence,freq=2,0.180406,0.291284,Both
indawo,izikhathi,cooccurrence,freq=4,0.257466,0.345226,Both
578),okusijabulisayo,random_unrelated,,0.197714,0.1834,Both
ngawu-29.,zemisebenzi,random_unrelated,,0.016416,0.056491,Both
382),emshadweni.,cooccurrence,freq=2,0.632623,0.607836,Both
izimpesheni,izivakashi,morphological,class8_plural,0.24314,0.365198,Both
indishi,ukuphuza,semantic_within,food,0.281973,0.422381,Both
uhamba,egane,random_unrelated,,0.240313,0.213219,Both
"amandla,",lwabo,cooccurrence,freq=214,0.076947,0.218863,Both
ikhibhodi,beqinisekisa,random_unrelated,,0.2268,0.20376,Both
enkulu.,wonke,cooccurrence,freq=2,0.142732,0.264912,Both
indoda,umuntu,semantic_within,family,0.239809,0.392867,Both
kahle,ukulala,cooccurrence,freq=2,0.101531,0.236072,Both
imoto,uyakhuluma,cooccurrence,freq=102,0.231875,0.327313,Both
"bomakhelwane,",usafisa,random_unrelated,,0.1939,0.18073,Both
amanxusa,kwemizamo,cooccurrence,freq=2,0.142152,0.264507,Both
lukhona,ubingelelwa,random_unrelated,,0.128719,0.135104,Both
indiza,ukonga,semantic_across,transport_vs_money,0.317044,0.311931,Both
baphila,"bendawo,",cooccurrence,freq=90,0.124316,0.252021,Both
organic,elangeni.,random_unrelated,,0.236854,0.210798,Both
ukuthi,ukuzobungaza,morphological,class15_infinitive,0.114392,0.275074,Both
"isixuku,",iseyimfuneko,morphological,class7_singular,0.258974,0.376282,Both
"kwelanga,",entulayo.,random_unrelated,,0.157035,0.154925,Both
"bembumbene,",kakhulu,cooccurrence,freq=2,-0.02604,0.146772,Both
"emnandi,",uyazazi,cooccurrence,freq=12,0.239822,0.332875,Both
ukonga,amaculo,semantic_across,money_vs_music,0.272459,0.280721,Both
ufake,wathi,cooccurrence,freq=6,0.361611,0.418128,Both
ukuxhumana,theknoloji,semantic_within,technology,0.324345,0.452041,Both
amakhono,ngobukhalipha,cooccurrence,freq=386,0.047318,0.198122,Both
siyakwazi,kwabantu.,random_unrelated,,0.163523,0.159466,Both
ukuthutha,ukugijima,morphological,class15_infinitive,0.387385,0.466169,Both
cape,e-university,cooccurrence,freq=6,0.788333,0.716833,Both
ngamatshe,wethu,cooccurrence,freq=4,0.194273,0.300991,Both
ibhotela,ikhukhamba,semantic_within,food,0.453946,0.542762,Both
icala,isibhamu,semantic_within,police_law,0.549137,0.609396,Both
ubukhosi,ungondleki,morphological,class11,0.224777,0.352344,Both
ulwandle,imvelo,semantic_within,nature,0.21158,0.373106,Both
ungowomndeni,u-anton,morphological,class11,0.619805,0.628863,Both
unakekela,usephonsele,morphological,class11,0.164093,0.309865,Both
832),zemithi,random_unrelated,,0.11813,0.127691,Both
ushaywa,kufunwa,random_unrelated,,0.233534,0.208474,Both
ekpi,nese-climate,cooccurrence,freq=2,0.843256,0.755279,Both
iyanda,i-innobiz,morphological,class5_singular,0.161509,0.308057,Both
ayilinganiswa,ejubaneni.,random_unrelated,,0.310539,0.262378,Both
icwecwe,ukudlala,semantic_across,music_vs_sport,0.165837,0.206086,Both
mengo.,738),random_unrelated,,0.326863,0.273804,Both
abakhiqizi,lesihlanu,cooccurrence,freq=38,0.202209,0.306547,Both
abantu,abathandi,morphological,class2_plural,0.200202,0.335142,Both
into,inobubele.,morphological,class9_singular,0.242119,0.364484,Both
enyakatho,ngoma,random_unrelated,,0.338285,0.281799,Both
"yebandla,",igagasi.,random_unrelated,,0.476759,0.378732,Both
uqinisekise,ushayelele,morphological,class11,0.296495,0.402547,Both
"esikhulu,",kwesihlahla,cooccurrence,freq=2,0.012459,0.173721,Both
ukukhathazeka,ukungenela,morphological,class15_infinitive,0.347672,0.438371,Both
nemigulukudu.,nala,random_unrelated,,0.524339,0.412037,Both
998),waqeda,random_unrelated,,0.283771,0.24364,Both
bayahlela,amhlophe,random_unrelated,,0.160028,0.15702,Both
iyisisekelo,igodi,morphological,class5_singular,0.285053,0.394537,Both
uphonsa,"uhambo,",morphological,class11,0.385361,0.464753,Both
inezithombe,okhanyayo.,random_unrelated,,0.280227,0.241159,Both
amathuba,isikhulu,cooccurrence,freq=32,0.064414,0.21009,Both
"abayinikwa,",emihle,cooccurrence,freq=24,0.076587,0.218611,Both
yakhipha,angaphelelwa,random_unrelated,,0.366471,0.30153,Both
ubonge,uzozitshela,morphological,class11,0.398357,0.47385,Both
nsuku,okhuthele,cooccurrence,freq=6,0.121162,0.249814,Both
ukuswelakala,ingud,random_unrelated,,0.581655,0.452158,Both
inja,iqhude,semantic_within,animals,0.385221,0.494655,Both
okungaguquki.,"zamagrammy,",random_unrelated,,0.537443,0.42121,Both
"maduze,",ubuhlebezwe,cooccurrence,freq=24,0.476529,0.49857,Both
izinkomo,itheku,semantic_across,animals_vs_places,0.300813,0.300569,Both
olufinyelela,nendlala,random_unrelated,,0.246451,0.217516,Both
abalimi,usibonelo,cooccurrence,freq=2,0.451525,0.481067,Both
ngokucophelela,wonke,cooccurrence,freq=1114,0.254593,0.343215,Both
udokotela,umdlalo,semantic_across,health_vs_sport,0.071138,0.139796,Both
bayigcina,"esizweni,",cooccurrence,freq=2,-0.036077,0.139746,Both
usho,ulozolo,morphological,class11,0.256674,0.374672,Both
izilwane,uyabheka,cooccurrence,freq=36,0.350031,0.410022,Both
shifters,babamba,random_unrelated,,0.32909,0.275363,Both
amapulani,amafilimu,morphological,class6_plural,0.574166,0.596916,Both
"kokunqena,",uyalala,cooccurrence,freq=20,0.376578,0.428604,Both
awuwazi,ngokwakho,random_unrelated,,0.246147,0.217303,Both
mfowethu,umndeni,semantic_within,family,0.170481,0.344337,Both
isikole,impumelelo,semantic_within,education,0.267586,0.41231,Both
kuhambe,233),random_unrelated,,0.056811,0.084768,Both
"ubumningi,",usbahle.,morphological,class11,0.441315,0.503921,Both
ugumede,yisidingo,random_unrelated,,0.352028,0.29142,Both
ilokishi,itheku,semantic_within,places,0.253592,0.402514,Both
ngenjabulo,okwengeza,cooccurrence,freq=18,0.33175,0.397225,Both
ikhompiyutha,umsakazo,semantic_within,technology,0.255782,0.404047,Both
abanikazi,abanjani,morphological,class2_plural,0.433206,0.498244,Both
emgwaqweni,usiyanda,cooccurrence,freq=6,0.337678,0.401374,Both
imisebenzi,zemiphakathi,cooccurrence,freq=12,0.103577,0.237504,Both
ithemba,uzokhuluma,cooccurrence,freq=2,0.250924,0.340647,Both
ilokishi,isikhungo,semantic_within,places,0.131921,0.317345,Both
onke,okuqonda,random_unrelated,,0.20687,0.189809,Both
iboshwe,ibidla,morphological,class5_singular,0.630512,0.636358,Both
isizwe,yalokho,cooccurrence,freq=598,0.146584,0.267609,Both
"nyaka,",wanakekela,cooccurrence,freq=2,0.401532,0.446072,Both
small.,bomvu,random_unrelated,,0.526965,0.413876,Both
ukufunda,isivivinyo,semantic_within,education,0.152875,0.332012,Both
bakhuluma,"emakethe,",cooccurrence,freq=2,0.13986,0.262902,Both
amaphoyisa,inkantolo,semantic_within,police_law,0.359778,0.476845,Both
773),nokubambisana,cooccurrence,freq=2,0.5902,0.57814,Both
ubaba,uyadla,cooccurrence,freq=2,0.188869,0.297209,Both
ubuhlobo,ufikele,morphological,class11,0.131439,0.287007,Both
ukwesekwa,ukuzelapha.,morphological,class15_infinitive,0.367339,0.452137,Both
embonini,okuqinile,random_unrelated,,0.137224,0.141057,Both
lo,mikhakha,cooccurrence,freq=2,0.291033,0.368723,Both
imlethele,yimaster's,random_unrelated,,0.310546,0.262382,Both
ohlanzekile.,omkhulu,cooccurrence,freq=2,-0.00712,0.160016,Both
bayikhulisa,zezemidlalo,cooccurrence,freq=70,0.093237,0.230266,Both
kumfundisa,hambo,random_unrelated,,0.122655,0.130858,Both
abanesibindi,yimuphi,random_unrelated,,0.306344,0.259441,Both
"ilanga,",ipastors,morphological,class5_singular,0.156439,0.304507,Both
zibalulekile,bazaqhubeka,random_unrelated,,0.007358,0.050151,Both
"bomqondo,",ngezikhathi,cooccurrence,freq=22,0.206187,0.309331,Both
nokubiza,balondoloza,random_unrelated,,0.179414,0.17059,Both
amasimu,amathayi,morphological,class6_plural,0.433493,0.498445,Both
izilwane,uyageza,cooccurrence,freq=44,0.298267,0.373787,Both
"ebuhleni,",iwunqobe,random_unrelated,,0.418702,0.338091,Both
eziqotho,"ezifundeni,",random_unrelated,,0.090611,0.108428,Both
imfundo,ingcebo,semantic_across,education_vs_money,0.016265,0.101385,Both
esasidinga,besekhempini,random_unrelated,,0.502086,0.39646,Both
selokhu,ziphase,random_unrelated,,0.393903,0.320732,Both
brands,i-tiger,cooccurrence,freq=2,0.924814,0.81237,Both
"wemoto,","kufunda,",random_unrelated,,0.194946,0.181462,Both
udokotela,ukugula,semantic_within,health,0.103472,0.29743,Both
ikusasa,obuhle,cooccurrence,freq=26,0.25141,0.340987,Both
ingoma,umrepha,semantic_within,music,0.484273,0.563991,Both
"nasezinyaweni,",nokuthula,random_unrelated,,0.279026,0.240318,Both
abalungi,abazobambelela,morphological,class2_plural,0.141991,0.294394,Both
okuzigcwalisa.,"amasiko,",random_unrelated,,0.109724,0.121807,Both
imali,inkampani,semantic_within,money,0.458491,0.545944,Both
iphupho,ngamalengiso.,cooccurrence,freq=2,0.251819,0.341273,Both
imoto,izimali,cooccurrence,freq=50,0.412814,0.45397,Both
ku-4.3,kube,cooccurrence,freq=2,0.217386,0.31717,Both
uselangeni.,uxhumana,morphological,class11,0.23722,0.361054,Both
"esibhakabhakeni,",bona.,random_unrelated,,0.364608,0.300226,Both
ikhibhodi,ubukhosi,semantic_across,technology_vs_culture,0.265523,0.275866,Both
"amakhulu,",zomphakathi,cooccurrence,freq=16,0.277812,0.359468,Both
usale,ungakhathazekile,morphological,class11,0.509771,0.55184,Both
afe,zemithi,cooccurrence,freq=2,0.151751,0.271226,Both
okukhulu,uhlangothi,cooccurrence,freq=42,0.153183,0.272228,Both
uyabiza,udylan,morphological,class11,0.185347,0.324743,Both
(samro),uyahlanza,random_unrelated,,0.138719,0.142103,Both
"kubekhona,","nobuzwe,",cooccurrence,freq=2,0.134221,0.258954,Both
izikhwama,nezinto,cooccurrence,freq=2,0.228889,0.325222,Both
u-r2,u-r5,morphological,class11,0.926556,0.843589,Both
itheku,ibhola,semantic_across,places_vs_sport,0.194134,0.225894,Both
basize,ngobuhlakani,cooccurrence,freq=70,0.27348,0.356436,Both
bayabongana,izwe,cooccurrence,freq=492,0.217392,0.317175,Both
ukudla,ukuphuza,semantic_within,food,0.149199,0.329439,Both
ngalezi,ingqalasizinda,random_unrelated,,0.452598,0.361818,Both
ukuthi,wabonga,cooccurrence,freq=106,0.161128,0.27779,Both
ungathini,usezohoxa,morphological,class11,0.324897,0.422428,Both
izingubo,izishaqane,morphological,class8_plural,0.244769,0.366338,Both
"esifanele,",uyaphuza,cooccurrence,freq=68,0.490133,0.508093,Both
sekuyisikhathi,(mkokstad),random_unrelated,,0.225452,0.202816,Both
ukudla,ibhotela,semantic_within,food,0.137076,0.320953,Both
unomphela,uhlonishwe,morphological,class11,0.255256,0.373679,Both
unamandla,unontokozo,morphological,class11,0.304192,0.407934,Both
abashadayo,abahluphekayo.,morphological,class2_plural,0.15386,0.302702,Both
ikhibhodi,umabonakude,semantic_within,technology,0.508282,0.580798,Both
827),lwesigqi,random_unrelated,,0.387144,0.316001,Both
nasemanyuvesi.,ezikhulise,random_unrelated,,0.237426,0.211198,Both
