word1,word2,strategy,detail,cosine_similarity,heuristic_score,in_vocab
uyisebenzisa,uyolinda,morphological,class11,0.218764,0.391258,Both
ebusuku.,egaraji,cooccurrence,freq=4,0.637002,0.602201,Both
amazinga,wami,cooccurrence,freq=2,0.406743,0.464046,Both
kuyangisebenzela.,kwesizini,random_unrelated,,0.352584,0.27155,Both
somcimbi,sebexolisa,random_unrelated,,0.278752,0.227251,Both
ikhibhodi,umabonakude,semantic_within,technology,0.50528,0.603168,Both
bernard,"umhlalaphansi,",cooccurrence,freq=2,0.671614,0.622968,Both
marketing,kimi.,random_unrelated,,0.36457,0.278742,Both
ucashunwe,ungaqhubekela,morphological,class11,0.265204,0.419122,Both
indima,umkhiqizo,cooccurrence,freq=1510,0.65571,0.613426,Both
ukuphuza,umculi,semantic_across,food_vs_music,0.226163,0.255698,Both
isidumbu,ulibofuzo,cooccurrence,freq=2,0.708388,0.645033,Both
332),zifundisa,random_unrelated,,0.367786,0.280672,Both
wezokubusa,yamaphoyisa,random_unrelated,,0.493018,0.355811,Both
masobho,nomnuz,cooccurrence,freq=6,0.688868,0.633321,Both
ethi,ngolordkez,cooccurrence,freq=2,0.5312,0.53872,Both
usizo.,ugxile,morphological,class11,0.392528,0.495517,Both
ibihlolwa,ngaphansi,cooccurrence,freq=2,0.465299,0.499179,Both
imali,yokuthenga,cooccurrence,freq=4,0.327273,0.416364,Both
ungeneme,ubuthongo.,morphological,class11,0.355929,0.473558,Both
incwadi,impumelelo,semantic_within,education,0.20022,0.420132,Both
usala,usumemezele,morphological,class11,0.354376,0.472625,Both
kwi-africa,lebafana,cooccurrence,freq=2,0.671934,0.62316,Both
kamaskandi,mkhize,cooccurrence,freq=2,0.532782,0.539669,Both
kubadlali,amaled,random_unrelated,,0.216164,0.189698,Both
kufaka,ebhekene,random_unrelated,,0.249821,0.209892,Both
ihlosi,izilwane,semantic_within,animals,0.527059,0.616235,Both
ukuphumula,"ukuphumula,",morphological,class15_infinitive,0.939312,0.823587,Both
isifo,ukugula,semantic_within,health,0.333717,0.50023,Both
ihhashi,ibhishi,morphological,class5_singular,0.620833,0.6325,Both
amasiko,isiko,semantic_within,culture,0.625451,0.675271,Both
behlanganyela,yabo,cooccurrence,freq=2,0.321934,0.41316,Both
ubaba,uthokozise,morphological,class11,0.387611,0.492567,Both
lakho,wegazi,cooccurrence,freq=2,0.469443,0.501666,Both
umfundi,incwadi,semantic_within,education,0.492644,0.595586,Both
baya,befuna,cooccurrence,freq=6,0.47313,0.503878,Both
amaphutha,kodwa,cooccurrence,freq=518,0.339749,0.42385,Both
akukubi,apike,random_unrelated,,0.356423,0.273854,Both
amathuluzi,amasha.,morphological,class6_plural,0.594015,0.616409,Both
uyamaniswa,ubungazinakile,morphological,class11,0.402572,0.501543,Both
uvumele,urefilwe,morphological,class11,0.311351,0.446811,Both
ezingakhokhi,million,random_unrelated,,0.572447,0.403468,Both
"""smomoza""",mkhize,cooccurrence,freq=2,0.637023,0.602214,Both
mfowethu,umndeni,semantic_within,family,0.302307,0.481384,Both
unenkinga,ye-cholesterol,cooccurrence,freq=2,0.627192,0.596315,Both
usetshenziswa,uwumholi,morphological,class11,0.145665,0.347399,Both
"iphakeme,",ividiyo,morphological,class5_singular,0.407478,0.504487,Both
nobuso.,ama-fog,random_unrelated,,0.19719,0.178314,Both
basebenzise,nabakhi,cooccurrence,freq=2,0.475204,0.505122,Both
yathathwa,yethu,cooccurrence,freq=2,0.346957,0.428174,Both
sishayela,cala.,random_unrelated,,0.268026,0.220815,Both
iphepha,ukufunda,semantic_within,education,0.265416,0.45925,Both
wembathwe,rato,random_unrelated,,0.478612,0.347167,Both
ugcina,usuphothule,morphological,class11,0.226724,0.396034,Both
elungwini,ngoxhaso,random_unrelated,,0.312087,0.247252,Both
itheku,isiteshi,semantic_within,places,0.396186,0.537711,Both
izinso,ngokuveza,random_unrelated,,0.221565,0.192939,Both
inophahla,omkhulu.,random_unrelated,,0.488809,0.353285,Both
assist,ne-electronic,cooccurrence,freq=2,0.746694,0.668016,Both
bayazilalela,ngezindodla,random_unrelated,,0.251675,0.211005,Both
indiza,isitimela,semantic_within,transport,0.323743,0.494246,Both
angu-165kw,uwoyela,random_unrelated,,0.347097,0.268258,Both
kugwenywe,lizongcebeleka,random_unrelated,,0.258999,0.215399,Both
kumenywe,kuwo,cooccurrence,freq=2,0.510754,0.526453,Both
nezokulwa,ngaleli,random_unrelated,,0.271009,0.222605,Both
enkulu,yezinsolo,cooccurrence,freq=4,0.348722,0.429233,Both
ukugula,amasiko,semantic_across,health_vs_culture,0.331709,0.319026,Both
elizayo.,based,random_unrelated,,0.338086,0.262852,Both
ukuphucula,ukuzinikela,morphological,class15_infinitive,0.312906,0.447744,Both
zazo,kohlolwa,random_unrelated,,0.362123,0.277274,Both
idola,imithi,semantic_across,money_vs_nature,0.348339,0.329004,Both
ulwandle,imithi,semantic_within,nature,0.229303,0.437582,Both
ikhaya,ukudlala,semantic_across,places_vs_sport,0.360331,0.336198,Both
"intsha,",isebenza,cooccurrence,freq=2,0.341755,0.425053,Both
abasolwa,ukhuni,semantic_across,police_law_vs_nature,0.340421,0.324252,Both
kanti,uhlangana,cooccurrence,freq=12,0.311802,0.407081,Both
"ukwethembana,",ukufunda,morphological,class15_infinitive,0.275006,0.425003,Both
amakati,ezindlini,cooccurrence,freq=4,0.480859,0.508515,Both
indoda,inkantolo,morphological,class9_singular,0.379285,0.487571,Both
lwestandard,esiyiphilayo.,random_unrelated,,0.375221,0.285133,Both
dakar,62),random_unrelated,,0.40749,0.304494,Both
amanzi.,bebheke,cooccurrence,freq=2,0.478618,0.507171,Both
abalimi,abafisa,morphological,class2_plural,0.668573,0.661144,Both
impumelelo,ukuhlelwa,cooccurrence,freq=2,0.350057,0.430034,Both
eziyisikhombisa,imiphumela.,cooccurrence,freq=2,0.391218,0.454731,Both
kobufakazi,obuyiqiniso.”,cooccurrence,freq=2,0.645533,0.60732,Both
kuqhutshwa,sibone,random_unrelated,,0.276684,0.226011,Both
next,izintambo,random_unrelated,,0.498771,0.359262,Both
umrepha,ikhwaya,semantic_within,music,0.453524,0.572115,Both
siyashintsha,yokufudumala,cooccurrence,freq=2,0.413517,0.46811,Both
imifula,imithi,semantic_within,nature,0.537099,0.622259,Both
beqinisa,washiya,random_unrelated,,0.219857,0.191914,Both
izinsimbi,"somcimbi,",cooccurrence,freq=6,0.661862,0.617117,Both
mhlawumbe,phansi,cooccurrence,freq=2,0.376018,0.445611,Both
“kunje,kwimother,random_unrelated,,0.406695,0.304017,Both
yonkana.,nokubambisana.,random_unrelated,,0.338926,0.263355,Both
ukukhomba,"ukugeza,",morphological,class15_infinitive,0.502223,0.561334,Both
unesiyezi,uzisayinele,morphological,class11,0.482933,0.54976,Both
ukubukwa.,continua,random_unrelated,,0.241661,0.204997,Both
"okwanele,","abaphambili,",random_unrelated,,0.298812,0.239287,Both
ngalowo,ukuqoqa,cooccurrence,freq=2,0.543601,0.54616,Both
uqolothakamango,ushukela,morphological,class11,0.237198,0.402319,Both
asalelwe,kwazise,cooccurrence,freq=2,0.363366,0.43802,Both
abavakashi,abahlala,morphological,class2_plural,0.495751,0.557451,Both
ngafundiswa,ngifunda,cooccurrence,freq=2,0.575791,0.565475,Both
esingase,eqhele,random_unrelated,,0.137054,0.142232,Both
usebheke,uxoshwe,morphological,class11,0.361935,0.477161,Both
istellenbosch,seliphinde,cooccurrence,freq=2,0.608874,0.585324,Both
ikhulume,ikhono.,morphological,class5_singular,0.487264,0.552358,Both
bese,nesolezwe,cooccurrence,freq=2,0.30662,0.403972,Both
itheku,ikwi-albhamu,morphological,class5_singular,0.447497,0.528498,Both
acabe,uzophokophelela,random_unrelated,,0.472397,0.343438,Both
iphupho,ikhipha,morphological,class5_singular,0.411737,0.507042,Both
ingane,umndeni,semantic_within,family,0.296207,0.477724,Both
igcina,ihlanzekile,morphological,class5_singular,0.165152,0.359091,Both
indaba,umfundi,cooccurrence,freq=2,0.405506,0.463304,Both
amakati,linesibindi.,cooccurrence,freq=2,0.718666,0.6512,Both
lena,okungavotwa,random_unrelated,,0.215038,0.189023,Both
izinkomo,izimakethe,morphological,class8_plural,0.474633,0.54478,Both
ihlathi,ulwandle,semantic_within,nature,0.343127,0.505876,Both
uthisha,ulwazi,semantic_within,education,0.390017,0.53401,Both
iphesheya,unxusiwe,random_unrelated,,0.355167,0.2731,Both
"engineering,",kuya,cooccurrence,freq=2,0.487396,0.512437,Both
ezidayisela,natal,random_unrelated,,0.432009,0.319206,Both
kuyangisebenzela.,466),random_unrelated,,0.305109,0.243065,Both
inenjini,kadizili,cooccurrence,freq=2,0.574247,0.564548,Both
ukuzala,inesigqi,random_unrelated,,0.320001,0.252001,Both
cape,ufake,cooccurrence,freq=4,0.580875,0.568525,Both
684),zonke,cooccurrence,freq=2,0.618979,0.591387,Both
wawa,99),random_unrelated,,0.355575,0.273345,Both
amakhulu,esibe,cooccurrence,freq=2,0.262251,0.377351,Both
ngenxa,yokufudumala,cooccurrence,freq=2,0.51,0.526,Both
ezilwane,ezizwe,random_unrelated,,0.504375,0.362625,Both
ogandaganda,sokusebenzisa,cooccurrence,freq=2,0.392219,0.455331,Both
ibhola,ukudlala,semantic_within,sport,0.418404,0.551042,Both
ukukhombisa,ukubhalansa,morphological,class15_infinitive,0.386587,0.491952,Both
iphepha,imfundo,semantic_within,education,0.255449,0.453269,Both
ithemba,ikhokhe,morphological,class5_singular,0.348512,0.469107,Both
ezoyidlala,engavuma,random_unrelated,,0.122078,0.133247,Both
labaculi,thina,random_unrelated,,0.333755,0.260253,Both
afunde,nokuhola,cooccurrence,freq=2,0.35791,0.434746,Both
indishi,ukuphuza,semantic_within,food,0.167151,0.400291,Both
mabhida,nokubiza,random_unrelated,,0.345039,0.267023,Both
eyayithwala,yahamba,cooccurrence,freq=2,0.474044,0.504427,Both
"ngamazwe,",yokusebenzisa,random_unrelated,,0.311663,0.246998,Both
izithelo,yakhe,cooccurrence,freq=4,0.27068,0.382408,Both
ethola,26),random_unrelated,,0.318022,0.250813,Both
nokubuyela,"icovid-19,",random_unrelated,,0.296361,0.237817,Both
ithemba,eyishumi,random_unrelated,,0.219545,0.191727,Both
ukuthuthukisa,ukuyisa,morphological,class15_infinitive,0.296899,0.438139,Both
enkantolo,"izolo,",cooccurrence,freq=6,0.595062,0.577037,Both
idolobha,isikhungo,semantic_within,places,0.239143,0.443486,Both
lutholwe,nezasemhlabeni.,cooccurrence,freq=2,0.514164,0.528498,Both
inhlamvu,isiteshi,semantic_within,police_law,0.512584,0.60755,Both
"c,",ayithole,random_unrelated,,0.274018,0.224411,Both
ukuzilungiselela,ukuziphuza,morphological,class15_infinitive,0.426186,0.515712,Both
i-video,kwabafuna,random_unrelated,,0.330809,0.258485,Both
umculi,ikhwaya,semantic_within,music,0.353267,0.51196,Both
kwezicukuthwane,yomcimbi,cooccurrence,freq=2,0.482174,0.509304,Both
njengezimpiko,"kwezikole,",random_unrelated,,0.281449,0.228869,Both
eyikhethile,uthando,cooccurrence,freq=2,0.453403,0.492042,Both
enkulu,wavela,cooccurrence,freq=2,0.252139,0.371284,Both
nathi.,siyahlanganisa.,random_unrelated,,0.367847,0.280708,Both
"isayensi,",isithintwe,morphological,class7_singular,0.393172,0.495903,Both
abasebenzisa,kulabo,cooccurrence,freq=2,0.434197,0.480518,Both
ukudla,amazambane,semantic_within,food,0.290079,0.474047,Both
nangokunaka,ngokucophelela,cooccurrence,freq=2,0.667095,0.620257,Both
uphethiloli,ubunjalo,morphological,class11,0.315821,0.449493,Both
kunanxuswa,wezilwane,random_unrelated,,0.378603,0.287162,Both
omuhle,uma,cooccurrence,freq=2,0.263814,0.378288,Both
imibala,ukuthumela,random_unrelated,,0.361988,0.277193,Both
ikuceba,ngoba,cooccurrence,freq=2,0.416666,0.47,Both
ezingadingekile.,efanele.,random_unrelated,,0.344255,0.266553,Both
ukukulungisa,ukuhoxa,morphological,class15_infinitive,0.406776,0.504065,Both
kuyo,omunye,cooccurrence,freq=2,0.288221,0.392932,Both
uqhakambise,ult,morphological,class11,0.378048,0.486829,Both
xolani,zemfundo,random_unrelated,,0.238591,0.203155,Both
unjinji,usiba,morphological,class11,0.417805,0.510683,Both
ukudla,imifino,semantic_within,food,0.422334,0.5534,Both
abacwaningi,iziphethe.,random_unrelated,,0.266172,0.219703,Both
omncinci,yahlanganisa,random_unrelated,,0.331373,0.258824,Both
"ebusika,",bavote,random_unrelated,,0.350259,0.270155,Both
engabe,ukuthi,cooccurrence,freq=2,0.195331,0.337198,Both
nophepha,lwaleli,random_unrelated,,0.38903,0.293418,Both
ihlanziwe,ilaka,morphological,class5_singular,0.199757,0.379854,Both
iqale,ibhalansi,morphological,class5_singular,0.287755,0.432653,Both
wambuza,imbobo,random_unrelated,,0.444585,0.326751,Both
zola,"kuphela,",random_unrelated,,0.231161,0.198697,Both
imaths,nephysics.,cooccurrence,freq=4,0.822217,0.71333,Both
igiya,iyamlahla,morphological,class5_singular,0.548956,0.589374,Both
uqonde,uyalele,morphological,class11,0.372913,0.483748,Both
"bekhululekile,",“abantu,cooccurrence,freq=4,0.485907,0.511544,Both
abathi,"abamnyama,",morphological,class2_plural,0.564327,0.598596,Both
iphepha,ngombhalo,cooccurrence,freq=2,0.420449,0.472269,Both
akuchaze,isimo,cooccurrence,freq=2,0.456804,0.494082,Both
ngihlola,carwash,random_unrelated,,0.310962,0.246577,Both
umengo,"umandla,",morphological,class1_singular,0.444944,0.526966,Both
abayifunayo,kumele,cooccurrence,freq=2,0.458688,0.495213,Both
oqashiwe,ukuqala,cooccurrence,freq=2,0.429544,0.477726,Both
uthambisa,uzofihla,morphological,class11,0.287196,0.432318,Both
kukusiza,kwesikhathi.,random_unrelated,,0.318789,0.251273,Both
iqukethe,ivuma,morphological,class5_singular,0.273085,0.423851,Both
ulwandle,amasiko,semantic_across,nature_vs_culture,0.247539,0.268523,Both
elula,kunoma,random_unrelated,,0.287635,0.232581,Both
"zesonto,",abangu-10.,random_unrelated,,0.190359,0.174215,Both
futhi,zokuxoxa,cooccurrence,freq=6,0.199376,0.339626,Both
ikhompiyutha,ukuxhumana,semantic_within,technology,0.538717,0.62323,Both
"nezaga,",umoya,random_unrelated,,0.228965,0.197379,Both
ukuthula,ukubikele,morphological,class15_infinitive,0.247903,0.408742,Both
kumsebenzela,ekzn.,random_unrelated,,0.398196,0.298917,Both
ukuhambisana,ukudliwa,morphological,class15_infinitive,0.269686,0.421812,Both
"kachonco,",umnuz,cooccurrence,freq=4,0.605453,0.583272,Both
ngiyafunga,"lucia,",random_unrelated,,0.291428,0.234857,Both
337),ubuhle,random_unrelated,,0.409516,0.30571,Both
uqhubeka,ulishebe,morphological,class11,0.387269,0.492361,Both
esikhulu.,ngenxa,cooccurrence,freq=4,0.24577,0.367462,Both
e-afrika,umdidiyeli,cooccurrence,freq=2,0.561335,0.556801,Both
uvuke,uvuleke,morphological,class11,0.63977,0.643862,Both
nsuku,wamukiswa,random_unrelated,,0.279121,0.227472,Both
ikhibhodi,umsakazo,semantic_within,technology,0.321981,0.493189,Both
unina,uchaze,morphological,class11,0.281349,0.428809,Both
iqanda,i-innobiz,morphological,class5_singular,0.42701,0.516206,Both
inkohlakalo,icala,semantic_within,government,0.575297,0.645178,Both
lokhu,yile,cooccurrence,freq=2,0.256563,0.373938,Both
ongena,nesivumelwano,random_unrelated,,0.199902,0.179941,Both
ebalwa,obuhlaza,random_unrelated,,0.164817,0.15889,Both
kungani,zenziwa,cooccurrence,freq=2,0.254522,0.372713,Both
lwezincwadi,ngokujoyina,random_unrelated,,0.242942,0.205765,Both
ufuna,udkt,morphological,class11,0.390028,0.494017,Both
"amaningi,",amasonto,morphological,class6_plural,0.510397,0.566238,Both
ukubekezela,ukuyilawula.,morphological,class15_infinitive,0.444975,0.526985,Both
isivivinyo,imfundo,semantic_within,education,0.420515,0.552309,Both
ngokubasiza,ingahlangene,random_unrelated,,0.29956,0.239736,Both
azame,ngendlela,cooccurrence,freq=2,0.291349,0.39481,Both
imoto,itekisi,semantic_within,transport,0.39776,0.538656,Both
uluntu,uqhawekazi,morphological,class11,0.392737,0.495642,Both
i-aphoyintimenti,umbuso,random_unrelated,,0.347352,0.268411,Both
bakha,"ngezifundo,",cooccurrence,freq=4,0.390926,0.454556,Both
isikweletu,ukonga,semantic_within,money,0.310368,0.486221,Both
idlula,udylan,random_unrelated,,0.300039,0.240023,Both
amanzi,izintaba,semantic_within,nature,0.476517,0.58591,Both
ekusizeni,indlela,cooccurrence,freq=2,0.392902,0.455741,Both
sibonge,amajaji,random_unrelated,,0.289047,0.233428,Both
umculo,umculi,semantic_within,music,0.806456,0.783873,Both
ingozi,indumezulu,morphological,class9_singular,0.337499,0.462499,Both
to,isinqumo,random_unrelated,,0.146534,0.147921,Both
"enkantolo,",bawe,random_unrelated,,0.286562,0.231937,Both
ukuzimisela,ukungadli,morphological,class15_infinitive,0.47444,0.544664,Both
abayishumi,ababukeli,morphological,class2_plural,0.68293,0.669758,Both
endala,esouth,random_unrelated,,0.306235,0.243741,Both
itheku,ihhotela,semantic_within,places,0.459167,0.5755,Both
"kachonco,",uthe,cooccurrence,freq=4,0.383224,0.449935,Both
uchaze,usesize,morphological,class11,0.519479,0.571688,Both
mfowethu,umhlengikazi,semantic_across,family_vs_health,0.151958,0.211175,Both
ududuze,usucabanga,morphological,class11,0.356535,0.473921,Both
usephonsele,ushaywa,morphological,class11,0.450792,0.530475,Both
iyaphi.,“amantombazane,random_unrelated,,0.272965,0.223779,Both
kokulimaza,"kimi,”",random_unrelated,,0.367805,0.280683,Both
ngokuzimela,sengisebenza,cooccurrence,freq=2,0.248034,0.368821,Both
ukuxwayisa,ukwethulwa,morphological,class15_infinitive,0.372959,0.483775,Both
igunya,i-bachelor's,morphological,class5_singular,0.500389,0.560233,Both
kukhona,kwenzeke.,cooccurrence,freq=2,0.389294,0.453577,Both
wekhwaya,yabo,cooccurrence,freq=2,0.290199,0.39412,Both
ifunde,ihlose,morphological,class5_singular,0.431627,0.518976,Both
inyuvesi,umfundi,semantic_within,education,0.413478,0.548087,Both
ukungenami,ukuphakamisa,morphological,class15_infinitive,0.41866,0.511196,Both
carwash,shwi,cooccurrence,freq=2,0.87173,0.743038,Both
awubuzi,onezingane,cooccurrence,freq=2,0.442196,0.485317,Both
esikhulu,wayekhona,cooccurrence,freq=2,0.382942,0.449765,Both
mculo.,"zandile,",random_unrelated,,0.475933,0.34556,Both
nokuphatha,yakhe,cooccurrence,freq=2,0.271354,0.382812,Both
unomphela,upikwe,morphological,class11,0.341665,0.464999,Both
nezithunywa,beqale,random_unrelated,,0.350622,0.270373,Both
ebusuku.,"elisenewcastle,",cooccurrence,freq=4,0.573676,0.564206,Both
amajaji,simphiwe,random_unrelated,,0.399011,0.299407,Both
incwadi,ukufunda,semantic_within,education,0.305088,0.483053,Both
(kwi-local,sporty,random_unrelated,,0.537603,0.382562,Both
abamenyezelwa,ababemgxeka,morphological,class2_plural,0.551445,0.590867,Both
uzofike,"uyivakashele,",morphological,class11,0.467184,0.540311,Both
nokuvikela,"zemvelo,",cooccurrence,freq=8,0.531574,0.538945,Both
kugwemeke,"elishisayo,",random_unrelated,,0.359832,0.275899,Both
"secondary,",nontokozo,random_unrelated,,0.442007,0.325204,Both
ukungawi.,ukudliwa,morphological,class15_infinitive,0.574669,0.604802,Both
“amantombazane,ngolwesihlanu,random_unrelated,,0.241937,0.205162,Both
zasemadolobheni,engihlanganise,random_unrelated,,0.29439,0.236634,Both
amanzi,ndawonye.,cooccurrence,freq=2,0.431147,0.478688,Both
ipuleti,ilindeleke,morphological,class5_singular,0.247073,0.408244,Both
umuntu,abantu,semantic_within,family,0.382797,0.529678,Both
ezisemakhaya,usho,cooccurrence,freq=4,0.324367,0.41462,Both
ukubekezela,ukujabulela,morphological,class15_infinitive,0.387805,0.492683,Both
lumqoka,"chonco,",random_unrelated,,0.302155,0.241293,Both
iphepha,igama,morphological,class5_singular,0.34347,0.466082,Both
ubuso,urichard,morphological,class11,0.251281,0.410769,Both
ukuphinde,ukuyilawula.,morphological,class15_infinitive,0.334737,0.460842,Both
ongakwazi,senti,cooccurrence,freq=2,0.506683,0.52401,Both
abafundi,ibanika,cooccurrence,freq=4,0.402106,0.461264,Both
isiqinisiwe,631),random_unrelated,,0.426114,0.315668,Both
ngalezo,emibili.,random_unrelated,,0.183431,0.170058,Both
amagciwane,zemithi,cooccurrence,freq=2,0.538695,0.543217,Both
nezokujabula,zobumnandi,cooccurrence,freq=2,0.616954,0.590172,Both
ungene,ushaya,morphological,class11,0.43446,0.520676,Both
zasemadolobheni.,esikhuluma,random_unrelated,,0.243409,0.206045,Both
ibhange,inkampani,semantic_within,money,0.30429,0.482574,Both
uyindlela,ucabanga,morphological,class11,0.346168,0.467701,Both
ezitsheni,ezinjena,random_unrelated,,0.550082,0.390049,Both
